id,text,category,intent_hint,created_at
CS-00275,I want to cancel my subscription before renewal,Billing,promo_code,2025-08-26 09:10:26.355576
CS-00276,Is service available at my address in Newcastle? today.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-00277,Can you provide a credit note for the overcharge? this week.,Billing,promo_code,2025-08-26 09:10:26.355576
CS-00278,I'm not receiving the phone number code — any quick fix?,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-00279,Is there a free trial I can test first? today.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-00280,Is there a free trial I can test first? — please advise?,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-00281,Do you support international roaming? on my laptop and phone.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-00282,i need to reactivate my account today.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-00283,I need a tax invoice with ABN for my records this week?,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-00284,How do I update my card details? — any quick fix?,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-00285,Wi‑Fi keeps dropping on multiple devices after the latest update.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-00286,I'm not receiving the 2FA code this week.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-00287,Please issue a refund for the mistaken charge thanks.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00288,my promo code didn't apply at checkout since this morning?,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-00289,Experiencing packet loss while gaming this week.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-00290,I need to verify my account to sign in thanks.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-00291,Please issue a refund for the mistaken charge this week.,Billing,update_card,2025-08-26 09:10:26.355576
CS-00292,Which features are included in the standard plan? since this morning.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-00293,Certain ports appear to be blocked on my network — any quick fix?,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-00294,High latency during video calls since yesterday after the latest update.,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-00295,Do you offer a student discount? for my account.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-00296,My username isn't working and I can't sign in thanks.,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-00297,How do I update the router firmware? on my laptop and phone.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-00298,I need to reactivate my account since this morning.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-00299,Certain ports appear to be blocked on my network thanks.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-00300,Can I get a copy of last month's invoice? — any quick fix?,Billing,update_card,2025-08-26 09:10:26.355576
CS-00301,I was charged twice for my subscription after the latest update.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-00302,I need a tax invoice with ABN for my records today.,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-00303,Payment failed but the money was deducted — any quick fix?,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-00304,I cannot log in to my account asap please.,Account Access,login,2025-08-26 09:10:26.355576
CS-00305,Internet is not working in my area — please advise.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-00306,I need a tax invoice with ABN for my records after the latest update.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-00307,How long does installation usually take? this week?,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-00308,My promo code didn't apply at checkout,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-00309,Is there a free trial I can test first? today.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-00310,Is there an outage in Hobart? — any quick fix?,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-00311,i cannot log in to my account asap please.,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-00312,I need a tax invoice with ABN for my records — please advise.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-00313,Wi‑Fi keeps dropping on multiple devices this week.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-00314,Do you offer a student discount? thanks.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-00315,My router keeps disconnecting every few minutes since this morning.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-00316,Is there an outage in Canberra? on my laptop and phone.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-00317,Experiencing packet loss while gaming today.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-00318,My router keeps disconnecting every few minutes — please advise.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-00319,Do you offer a student discount? after the latest update.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-00320,What are your customer support hours? — please advise.,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-00321,My promo code didn't apply at checkout this week.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00322,Please issue a refund for the mistaken charge this week.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-00323,What are the prices and data limits for each plan? thanks.,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-00324,do you have coverage in darwin? — any quick fix?,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-00325,When does my billing cycle start and end? thanks.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00326,how long does installation usually take? after the latest update?,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-00327,I need to verify my account to sign in today.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00328,Pages won't load—could it be a DNS problem? for my account.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-00329,What are the contract terms—month‑to‑month or annual? thanks.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-00330,High latency during video calls since yesterday since this morning.,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-00331,Pages won't load—could it be a DNS problem? today?,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-00332,I got locked out after too many attempts since this morning.,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-00333,Speed is very slow compared to my plan — any quick fix?,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-00334,I want to know about your plans since this morning.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-00335,I'm not receiving the 2FA code — please advise?,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-00336,Internet is not working in my area this week.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-00337,I was charged twice for my subscription,Billing,overcharged,2025-08-26 09:10:26.355576
CS-00338,How long does installation usually take? on my laptop and phone?,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-00339,When does my billing cycle start and end?,Billing,double_charge,2025-08-26 09:10:26.355576
CS-00340,Experiencing packet loss while gaming on my laptop and phone.,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-00341,My router keeps disconnecting every few minutes thanks.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-00342,Can I get a copy of last month's invoice? thanks.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-00343,Wi‑Fi keeps dropping on multiple devices,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-00344,Internet is not working in my area this week.,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-00345,Is service available at my address in Melbourne? — any quick fix?,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-00346,Is there an outage in Brisbane? — any quick fix?,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-00347,Internet is not working in my area on my laptop and phone.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-00348,Please help me update my registered phone number — any quick fix?,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-00349,Please help me update my registered password,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00350,Do you have coverage in Canberra? today.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-00351,I'm getting error code APP-19 on login this week.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-00352,Experiencing packet loss while gaming — please advise.,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-00353,Forgot my phone number and need access — please advise.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-00354,I'm not receiving the username code — please advise.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-00355,Why does my session keep expiring so fast? since this morning.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-00356,Is there an outage in Perth? for my account.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-00357,high latency during video calls since yesterday after the latest update?,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-00358,I was charged twice for my subscription this week.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00359,Forgot my username and need access for my account.,Account Access,login,2025-08-26 09:10:26.355576
CS-00360,internet is not working in my area on my laptop and phone.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-00361,Speed is very slow compared to my plan this week.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-00362,How do I update the router firmware? asap please.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-00363,Certain ports appear to be blocked on my network asap please.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-00364,I want to deactivate my account asap please?,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-00365,I was charged twice for my subscription,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00366,Certain ports appear to be blocked on my network today.,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-00367,Forgot my 2FA and need access — any quick fix?,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00368,can i get a copy of last month's invoice? for my account.,Billing,refund,2025-08-26 09:10:26.355576
CS-00369,My promo code didn't apply at checkout today.,Billing,update_card,2025-08-26 09:10:26.355576
CS-00370,Internet is not working in my area since this morning.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-00371,how do business accounts work for teams? on my laptop and phone.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-00372,Login keeps failing with an 'invalid credentials' message on my laptop and phone.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-00373,I want to know about your plans on my laptop and phone?,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-00374,My security isn't working and I can't sign in — any quick fix?,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-00375,How do I reset my username?,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-00376,Payment failed but the money was deducted this week.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00377,is there a free trial i can test first? on my laptop and phone?,General Inquiry,features,2025-08-26 09:10:26.355576
CS-00378,I'm not receiving the 2FA code — any quick fix?,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-00379,speed is very slow compared to my plan after the latest update?,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-00380,Do you offer a student discount? for my account?,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
